customer_id,customer_segment,customer_country,customer_state,customer_city,customer_zipcode,latitude,longitude,customer_country_key,customer_state_key,customer_city_key,customer_zipcode_key
1864,Corporate,EE. UU.,IL,Chicago,60647,41.77769089,-87.74264526,EE UU,IL,CHICAGO,60647
1131,Corporate,EE. UU.,MO,Saint Louis,63116,38.56019592,-90.28090668,EE UU,MO,SAINT LOUIS,63116
2885,Corporate,EE. UU.,NY,New York,10002,40.71546173,-73.99006653,EE UU,NY,NEW YORK,10002
1782,Corporate,EE. UU.,TX,Fort Worth,76106,32.8013916,-97.3302536,EE UU,TX,FORT WORTH,76106
9658,Corporate,EE. UU.,TX,Houston,77083,29.69653702,-95.6459198,EE UU,TX,HOUSTON,77083
8611,Corporate,EE. UU.,KS,Wichita,67212,37.69120026,-97.42577362,EE UU,KS,WICHITA,67212
8687,Corporate,EE. UU.,NY,Brooklyn,11226,40.67079926,-73.94454956,EE UU,NY,BROOKLYN,11226
1169,Corporate,EE. UU.,CA,Oxnard,93030,34.19039154,-119.177803,EE UU,CA,OXNARD,93030
2666,Corporate,EE. UU.,CA,Los Angeles,90033,34.04983521,-118.2127457,EE UU,CA,LOS ANGELES,90033
3100,Consumer,EE. UU.,CA,Huntington Park,90255,33.97763825,-118.2206879,EE UU,CA,HUNTINGTON PARK,90255
10114,Consumer,EE. UU.,CA,Los Angeles,90027,34.03905487,-118.2566757,EE UU,CA,LOS ANGELES,90027
4336,Consumer,EE. UU.,CA,Azusa,91702,34.13360977,-117.9058914,EE UU,CA,AZUSA,91702
4339,Corporate,EE. UU.,NY,Astoria,11103,40.76861954,-73.90949249,EE UU,NY,ASTORIA,11103
8694,Corporate,EE. UU.,FL,Winter Park,32792,28.60344505,-81.31519318,EE UU,FL,WINTER PARK,32792
10406,Home Office,Puerto Rico,PR,Caguas,725,18.24432945,-66.37059784,PUERTO RICO,PR,CAGUAS,725
6187,Corporate,EE. UU.,CA,West Covina,91790,34.0700798,-117.9371948,EE UU,CA,WEST COVINA,91790
2653,Corporate,EE. UU.,GA,Atlanta,30331,33.68620682,-84.49389648,EE UU,GA,ATLANTA,30331
7604,Corporate,EE. UU.,AZ,Phoenix,85040,33.40356064,-112.0214005,EE UU,AZ,PHOENIX,85040
2953,Consumer,EE. UU.,OR,Albany,97321,44.60060883,-123.1132736,EE UU,OR,ALBANY,97321
1795,Consumer,EE. UU.,DC,Washington,20020,38.8549614,-76.96936035,EE UU,DC,WASHINGTON,20020
2271,Consumer,EE. UU.,IL,Chicago,60632,41.89523315,-87.73762512,EE UU,IL,CHICAGO,60632
421,Consumer,EE. UU.,CA,San Ramon,94583,37.77796936,-121.9719162,EE UU,CA,SAN RAMON,94583
6269,Consumer,EE. UU.,TN,Hendersonville,37075,36.30838013,-86.62832642,EE UU,TN,HENDERSONVILLE,37075
2513,Consumer,EE. UU.,PA,Philadelphia,19144,40.03124619,-75.18191528,EE UU,PA,PHILADELPHIA,19144
10195,Consumer,EE. UU.,AZ,Tempe,85283,33.35738754,-111.9551849,EE UU,AZ,TEMPE,85283
9317,Consumer,EE. UU.,NY,Brooklyn,11203,40.65559006,-73.9330368,EE UU,NY,BROOKLYN,11203
176,Corporate,EE. UU.,MD,Dundalk,21222,33.8795166,-117.8717194,EE UU,MD,DUNDALK,21222
2230,Corporate,EE. UU.,CA,San Bernardino,92404,34.12992477,-117.2789154,EE UU,CA,SAN BERNARDINO,92404
3420,Consumer,EE. UU.,MD,Catonsville,21228,39.27961731,-76.71038055,EE UU,MD,CATONSVILLE,21228
4235,Consumer,EE. UU.,GA,Powder Springs,30127,33.86013031,-84.68437958,EE UU,GA,POWDER SPRINGS,30127
3468,Consumer,EE. UU.,CA,San Francisco,94110,37.75743866,-122.4193726,EE UU,CA,SAN FRANCISCO,94110
7052,Consumer,EE. UU.,OR,Albany,97321,44.65587616,-123.1170349,EE UU,OR,ALBANY,97321
11021,Consumer,Puerto Rico,PR,Caguas,725,18.29764557,-66.37055206,PUERTO RICO,PR,CAGUAS,725
4154,Consumer,Puerto Rico,PR,Caguas,725,18.24325371,-66.37060547,PUERTO RICO,PR,CAGUAS,725
10321,Consumer,Puerto Rico,PR,Caguas,725,18.27620125,-66.37058258,PUERTO RICO,PR,CAGUAS,725
1100,Consumer,Puerto Rico,PR,Caguas,725,18.22315788,-66.37052155,PUERTO RICO,PR,CAGUAS,725
4792,Consumer,Puerto Rico,PR,Caguas,725,18.22699547,-66.37050629,PUERTO RICO,PR,CAGUAS,725
4781,Consumer,Puerto Rico,PR,Caguas,725,18.25534058,-66.37050629,PUERTO RICO,PR,CAGUAS,725
7757,Consumer,Puerto Rico,PR,Caguas,725,18.26732063,-66.37062073,PUERTO RICO,PR,CAGUAS,725
749,Consumer,Puerto Rico,PR,Caguas,725,18.2275734,-66.04399109,PUERTO RICO,PR,CAGUAS,725
4796,Consumer,Puerto Rico,PR,Caguas,725,18.27071953,-66.37062836,PUERTO RICO,PR,CAGUAS,725
10099,Consumer,Puerto Rico,PR,Caguas,725,18.21824455,-66.37058258,PUERTO RICO,PR,CAGUAS,725
2068,Corporate,EE. UU.,GA,Atlanta,30331,33.68620682,-84.49389648,EE UU,GA,ATLANTA,30331
833,Corporate,EE. UU.,IA,Dubuque,52001,42.5338707,-90.68960571,EE UU,IA,DUBUQUE,52001
1030,Corporate,EE. UU.,CO,Colorado Springs,80906,38.79874802,-104.8204727,EE UU,CO,COLORADO SPRINGS,80906
4470,Corporate,EE. UU.,NY,Brooklyn,11219,40.63466263,-73.99480438,EE UU,NY,BROOKLYN,11219
11419,Corporate,EE. UU.,PA,York,17402,39.9602356,-76.67675781,EE UU,PA,YORK,17402
637,Corporate,Puerto Rico,PR,Caguas,725,18.35915947,-66.07789612,PUERTO RICO,PR,CAGUAS,725
4462,Corporate,Puerto Rico,PR,Caguas,725,18.2283802,-66.37060547,PUERTO RICO,PR,CAGUAS,725
6474,Corporate,Puerto Rico,PR,Caguas,725,18.2021637,-66.37052918,PUERTO RICO,PR,CAGUAS,725
8122,Corporate,Puerto Rico,PR,Caguas,725,18.22854996,-66.37055206,PUERTO RICO,PR,CAGUAS,725
4455,Corporate,Puerto Rico,PR,Caguas,725,18.28398323,-66.37056732,PUERTO RICO,PR,CAGUAS,725
10558,Corporate,EE. UU.,HI,Kailua,96734,21.40107918,-157.7463837,EE UU,HI,KAILUA,96734
12274,Corporate,EE. UU.,NY,Staten Island,10314,40.58441544,-74.15991974,EE UU,NY,STATEN ISLAND,10314
7176,Corporate,EE. UU.,PA,Williamsport,17701,41.33689117,-76.91746521,EE UU,PA,WILLIAMSPORT,17701
1331,Corporate,EE. UU.,CA,Panorama City,91402,34.15893936,-118.1809387,EE UU,CA,PANORAMA CITY,91402
524,Corporate,EE. UU.,MA,New Bedford,2740,41.68100739,-70.9346695,EE UU,MA,NEW BEDFORD,2740
3890,Corporate,EE. UU.,CO,Aurora,80011,39.65368652,-104.8682022,EE UU,CO,AURORA,80011
4743,Corporate,EE. UU.,DC,Washington,20009,38.99149323,-77.04929352,EE UU,DC,WASHINGTON,20009
10456,Corporate,EE. UU.,CA,Los Angeles,90044,33.97929382,-118.289093,EE UU,CA,LOS ANGELES,90044
1654,Corporate,EE. UU.,CA,El Monte,91732,34.07189179,-118.0138855,EE UU,CA,EL MONTE,91732
2876,Home Office,Puerto Rico,PR,Caguas,725,18.23517227,-66.37059021,PUERTO RICO,PR,CAGUAS,725
11458,Home Office,Puerto Rico,PR,Caguas,725,18.26474571,-66.37062836,PUERTO RICO,PR,CAGUAS,725
5063,Home Office,Puerto Rico,PR,Caguas,725,18.25826836,-66.37060547,PUERTO RICO,PR,CAGUAS,725
5086,Home Office,Puerto Rico,PR,San Sebastian,685,18.33710861,-66.99221802,PUERTO RICO,PR,SAN SEBASTIAN,685
10982,Home Office,Puerto Rico,PR,Caguas,725,18.29413223,-66.37058258,PUERTO RICO,PR,CAGUAS,725
12253,Consumer,EE. UU.,PA,Carlisle,17013,40.2372818,-76.96795654,EE UU,PA,CARLISLE,17013
11954,Corporate,EE. UU.,CA,Davis,95616,38.04042053,-121.3318558,EE UU,CA,DAVIS,95616
7298,Consumer,EE. UU.,IL,Oak Lawn,60453,41.58201981,-88.91252899,EE UU,IL,OAK LAWN,60453
3940,Consumer,Puerto Rico,PR,Caguas,725,18.21918869,-66.37059021,PUERTO RICO,PR,CAGUAS,725
4054,Home Office,EE. UU.,TX,Austin,78753,30.35012245,-97.69873047,EE UU,TX,AUSTIN,78753
11880,Consumer,EE. UU.,HI,Honolulu,96817,21.32080078,-157.8613892,EE UU,HI,HONOLULU,96817
9282,Consumer,EE. UU.,CA,Fremont,94539,35.19245529,-117.5680466,EE UU,CA,FREMONT,94539
10371,Consumer,EE. UU.,IL,Mount Prospect,60056,42.03620529,-87.96143341,EE UU,IL,MOUNT PROSPECT,60056
11272,Consumer,EE. UU.,LA,Opelousas,70570,30.67146492,-92.21896362,EE UU,LA,OPELOUSAS,70570
8848,Consumer,EE. UU.,TX,Katy,77450,29.77441025,-95.74694824,EE UU,TX,KATY,77450
10849,Consumer,EE. UU.,CA,Mission Viejo,92691,33.62104797,-117.6759186,EE UU,CA,MISSION VIEJO,92691
10872,Consumer,EE. UU.,MO,Ballwin,63021,38.58180618,-90.5594635,EE UU,MO,BALLWIN,63021
9106,Consumer,EE. UU.,IL,Waukegan,60085,42.365345,-87.83589935,EE UU,IL,WAUKEGAN,60085
11825,Consumer,EE. UU.,NV,Las Vegas,89117,36.01754761,-115.1724167,EE UU,NV,LAS VEGAS,89117
12332,Consumer,EE. UU.,VA,Richmond,23223,37.53337097,-77.41979218,EE UU,VA,RICHMOND,23223
6060,Consumer,EE. UU.,CA,San Diego,92129,32.95711899,-117.106163,EE UU,CA,SAN DIEGO,92129
12095,Consumer,EE. UU.,NC,Greenville,27858,35.57654572,-77.35910797,EE UU,NC,GREENVILLE,27858
4022,Consumer,EE. UU.,TX,Garland,75040,32.95038223,-96.65195465,EE UU,TX,GARLAND,75040
6417,Consumer,EE. UU.,TX,Houston,77015,29.7805748,-95.17199707,EE UU,TX,HOUSTON,77015
11233,Corporate,Puerto Rico,PR,Caguas,725,18.23640823,-66.37059784,PUERTO RICO,PR,CAGUAS,725
10590,Corporate,Puerto Rico,PR,Caguas,725,18.22541809,-66.37062073,PUERTO RICO,PR,CAGUAS,725
77,Corporate,Puerto Rico,PR,Caguas,725,18.22769547,-66.04356384,PUERTO RICO,PR,CAGUAS,725
4541,Corporate,Puerto Rico,PR,Caguas,725,18.20060539,-66.37062836,PUERTO RICO,PR,CAGUAS,725
564,Corporate,Puerto Rico,PR,Caguas,725,18.35909462,-66.07831574,PUERTO RICO,PR,CAGUAS,725
6783,Corporate,Puerto Rico,PR,Caguas,725,18.25708962,-66.3706131,PUERTO RICO,PR,CAGUAS,725
4902,Corporate,Puerto Rico,PR,Caguas,725,18.2208004,-66.37055969,PUERTO RICO,PR,CAGUAS,725
2714,Consumer,EE. UU.,CA,Gilroy,95020,37.00493622,-121.6690903,EE UU,CA,GILROY,95020
2726,Consumer,EE. UU.,MD,Annapolis,21401,38.98915863,-76.54219818,EE UU,MD,ANNAPOLIS,21401
9439,Consumer,EE. UU.,SC,Columbia,29223,34.07184982,-80.95857239,EE UU,SC,COLUMBIA,29223
12292,Consumer,EE. UU.,CA,Spring Valley,91977,32.71469498,-117.003624,EE UU,CA,SPRING VALLEY,91977
4915,Corporate,EE. UU.,FL,Fort Lauderdale,33324,26.0984993,-80.27095032,EE UU,FL,FORT LAUDERDALE,33324
4681,Corporate,EE. UU.,GA,Marietta,30066,33.95362854,-84.52352905,EE UU,GA,MARIETTA,30066
6688,Corporate,EE. UU.,CA,Los Angeles,90003,33.96860123,-118.2747421,EE UU,CA,LOS ANGELES,90003
2156,Corporate,EE. UU.,CA,Livermore,94550,37.3900528,-121.4688492,EE UU,CA,LIVERMORE,94550
11883,Corporate,EE. UU.,NM,Albuquerque,87120,35.11821365,-106.7038727,EE UU,NM,ALBUQUERQUE,87120
3477,Corporate,EE. UU.,WV,Wheeling,26003,40.0639801,-80.72141266,EE UU,WV,WHEELING,26003
3175,Corporate,EE. UU.,AZ,Tucson,85713,32.19872284,-110.9685822,EE UU,AZ,TUCSON,85713
7887,Corporate,EE. UU.,OH,Loveland,45140,39.27096558,-84.272995,EE UU,OH,LOVELAND,45140
8281,Corporate,EE. UU.,CA,Bakersfield,93306,35.38673019,-118.8938522,EE UU,CA,BAKERSFIELD,93306
3651,Corporate,EE. UU.,TX,San Antonio,78223,29.37377548,-98.46685791,EE UU,TX,SAN ANTONIO,78223
3563,Home Office,Puerto Rico,PR,Caguas,725,18.26128006,-66.37054443,PUERTO RICO,PR,CAGUAS,725
9431,Consumer,Puerto Rico,PR,Caguas,725,18.21617889,-66.37058258,PUERTO RICO,PR,CAGUAS,725
8776,Consumer,Puerto Rico,PR,Caguas,725,18.25516129,-66.37062836,PUERTO RICO,PR,CAGUAS,725
6844,Consumer,Puerto Rico,PR,Caguas,725,18.2493515,-66.37059784,PUERTO RICO,PR,CAGUAS,725
3474,Consumer,Puerto Rico,PR,Caguas,725,18.2643261,-66.37060547,PUERTO RICO,PR,CAGUAS,725
5876,Corporate,EE. UU.,CA,Costa Mesa,92627,33.64226151,-117.9133224,EE UU,CA,COSTA MESA,92627
8875,Corporate,EE. UU.,MO,Saint Charles,63301,38.79648972,-90.49681091,EE UU,MO,SAINT CHARLES,63301
3608,Home Office,EE. UU.,NY,Brooklyn,11212,40.66080093,-73.92007446,EE UU,NY,BROOKLYN,11212
7255,Consumer,EE. UU.,MO,Saint Louis,63123,38.63497162,-90.3469162,EE UU,MO,SAINT LOUIS,63123
1902,Consumer,EE. UU.,OH,Elyria,44035,41.36125946,-82.11012268,EE UU,OH,ELYRIA,44035
10858,Consumer,EE. UU.,TX,Denton,76201,33.20560837,-97.13835907,EE UU,TX,DENTON,76201
7703,Consumer,EE. UU.,CA,Rancho Cordova,95670,38.60139084,-121.2836609,EE UU,CA,RANCHO CORDOVA,95670
6486,Consumer,EE. UU.,CO,Aurora,80012,39.69681549,-104.8411789,EE UU,CO,AURORA,80012
10447,Corporate,Puerto Rico,PR,Caguas,725,18.29023361,-66.37058258,PUERTO RICO,PR,CAGUAS,725
561,Corporate,Puerto Rico,PR,Caguas,725,18.35908127,-66.07797241,PUERTO RICO,PR,CAGUAS,725
12147,Corporate,Puerto Rico,PR,Caguas,725,18.23033333,-66.37058258,PUERTO RICO,PR,CAGUAS,725
10940,Corporate,Puerto Rico,PR,Caguas,725,18.28964233,-66.37056732,PUERTO RICO,PR,CAGUAS,725
7938,Corporate,Puerto Rico,PR,Caguas,725,18.2990551,-66.37060547,PUERTO RICO,PR,CAGUAS,725
8699,Corporate,Puerto Rico,PR,Caguas,725,18.23752976,-66.37056732,PUERTO RICO,PR,CAGUAS,725
7332,Corporate,EE. UU.,WI,Fond Du Lac,54935,43.06162643,-87.94030762,EE UU,WI,FOND DU LAC,54935
5043,Corporate,EE. UU.,NY,Bronx,10466,40.8907814,-73.85758209,EE UU,NY,BRONX,10466
11083,Corporate,EE. UU.,NM,Las Cruces,88005,32.21647263,-106.7519684,EE UU,NM,LAS CRUCES,88005
6305,Corporate,EE. UU.,MI,Mount Pleasant,48858,43.60342026,-84.79521942,EE UU,MI,MOUNT PLEASANT,48858
505,Corporate,EE. UU.,AZ,Scottsdale,85254,29.40739441,-98.65895081,EE UU,AZ,SCOTTSDALE,85254
5138,Corporate,EE. UU.,CA,Ventura,93003,34.24124908,-119.1945419,EE UU,CA,VENTURA,93003
7698,Corporate,EE. UU.,NY,Endicott,13760,42.07463837,-76.1240387,EE UU,NY,ENDICOTT,13760
5552,Consumer,EE. UU.,OH,Reynoldsburg,43068,39.95420075,-82.8127594,EE UU,OH,REYNOLDSBURG,43068
1276,Consumer,EE. UU.,HI,Honolulu,96817,21.32080078,-157.8613892,EE UU,HI,HONOLULU,96817
3506,Home Office,EE. UU.,AZ,Phoenix,85029,33.58987427,-112.1163712,EE UU,AZ,PHOENIX,85029
4569,Consumer,Puerto Rico,PR,Caguas,725,18.22802544,-66.37058258,PUERTO RICO,PR,CAGUAS,725
8509,Corporate,Puerto Rico,PR,Caguas,725,18.2107563,-66.37059784,PUERTO RICO,PR,CAGUAS,725
1773,Home Office,EE. UU.,MI,Canton,48187,42.32170487,-83.48783875,EE UU,MI,CANTON,48187
4603,Corporate,Puerto Rico,PR,Caguas,725,18.2863884,-66.37059021,PUERTO RICO,PR,CAGUAS,725
12051,Consumer,EE. UU.,CA,Campbell,95008,38.53039169,-121.8856354,EE UU,CA,CAMPBELL,95008
1716,Home Office,EE. UU.,TX,Houston,77036,29.71482086,-95.51293945,EE UU,TX,HOUSTON,77036
8148,Consumer,EE. UU.,FL,Tampa,33624,28.03951073,-82.46056366,EE UU,FL,TAMPA,33624
9155,Consumer,Puerto Rico,PR,Caguas,725,18.24783897,-66.37062836,PUERTO RICO,PR,CAGUAS,725
2717,Consumer,EE. UU.,NY,Spring Valley,10977,42.33480835,-74.93064117,EE UU,NY,SPRING VALLEY,10977
3193,Home Office,EE. UU.,MI,Westland,48185,42.33095169,-83.37251282,EE UU,MI,WESTLAND,48185
353,Home Office,EE. UU.,TX,San Antonio,78223,33.05379868,-96.8314743,EE UU,TX,SAN ANTONIO,78223
10798,Corporate,Puerto Rico,PR,Caguas,725,18.21537209,-66.37062073,PUERTO RICO,PR,CAGUAS,725
6103,Consumer,EE. UU.,AZ,Phoenix,85035,33.47337341,-112.1697769,EE UU,AZ,PHOENIX,85035
5728,Home Office,Puerto Rico,PR,Caguas,725,18.23424339,-66.3706131,PUERTO RICO,PR,CAGUAS,725
11818,Corporate,Puerto Rico,PR,Caguas,725,18.26890373,-66.37052155,PUERTO RICO,PR,CAGUAS,725
11443,Consumer,EE. UU.,OH,Elyria,44035,41.41767502,-82.14421845,EE UU,OH,ELYRIA,44035
9709,Home Office,EE. UU.,NV,North Las Vegas,89030,36.19946671,-115.1088638,EE UU,NV,NORTH LAS VEGAS,89030
6319,Consumer,EE. UU.,CA,San Jose,95125,37.29223251,-121.881279,EE UU,CA,SAN JOSE,95125
9402,Consumer,Puerto Rico,PR,Caguas,725,18.28202057,-66.37052155,PUERTO RICO,PR,CAGUAS,725
7257,Consumer,Puerto Rico,PR,Aguadilla,603,18.44935989,-67.15180206,PUERTO RICO,PR,AGUADILLA,603
9042,Consumer,EE. UU.,UT,Ogden,84404,41.27436829,-111.9628677,EE UU,UT,OGDEN,84404
10480,Home Office,EE. UU.,IL,Chicago,60647,41.89646149,-87.64748383,EE UU,IL,CHICAGO,60647
7221,Consumer,Puerto Rico,PR,Caguas,725,18.20277023,-66.37052918,PUERTO RICO,PR,CAGUAS,725
7087,Consumer,EE. UU.,NY,Brooklyn,11209,40.61923981,-74.03337097,EE UU,NY,BROOKLYN,11209
11906,Consumer,Puerto Rico,PR,Aguadilla,603,18.44935989,-67.15180206,PUERTO RICO,PR,AGUADILLA,603
7250,Corporate,Puerto Rico,PR,Caguas,725,18.23432159,-66.37049866,PUERTO RICO,PR,CAGUAS,725
1288,Home Office,Puerto Rico,PR,Caguas,725,18.24233246,-66.37063599,PUERTO RICO,PR,CAGUAS,725
12302,Corporate,EE. UU.,TX,Austin,78753,30.35012245,-97.69873047,EE UU,TX,AUSTIN,78753
6315,Home Office,EE. UU.,CA,Carlsbad,92009,34.15605545,-116.4346085,EE UU,CA,CARLSBAD,92009
2959,Consumer,EE. UU.,IL,Chicago,60608,41.89622498,-87.6543808,EE UU,IL,CHICAGO,60608
915,Consumer,EE. UU.,OK,Broken Arrow,74012,35.8944664,-97.57640839,EE UU,OK,BROKEN ARROW,74012
161,Corporate,EE. UU.,FL,Hialeah,33010,25.81123352,-80.26307678,EE UU,FL,HIALEAH,33010
7497,Consumer,EE. UU.,AZ,Chandler,85225,33.30651093,-111.808548,EE UU,AZ,CHANDLER,85225
1298,Consumer,EE. UU.,CA,San Jose,95125,37.29223251,-121.881279,EE UU,CA,SAN JOSE,95125
7845,Consumer,EE. UU.,CA,Ontario,91762,34.06832504,-117.6557541,EE UU,CA,ONTARIO,91762
3582,Consumer,EE. UU.,NY,New York,10027,40.81129837,-73.94896698,EE UU,NY,NEW YORK,10027
9119,Consumer,EE. UU.,WI,La Crosse,54601,43.8122406,-91.24485779,EE UU,WI,LA CROSSE,54601
6501,Consumer,EE. UU.,OH,Fairfield,45014,39.31881714,-84.49595642,EE UU,OH,FAIRFIELD,45014
2417,Corporate,Puerto Rico,PR,Caguas,725,18.20726204,-66.3705368,PUERTO RICO,PR,CAGUAS,725
6659,Corporate,Puerto Rico,PR,Caguas,725,18.23070145,-66.37058258,PUERTO RICO,PR,CAGUAS,725
4861,Corporate,Puerto Rico,PR,Caguas,725,18.26816559,-66.37055206,PUERTO RICO,PR,CAGUAS,725
4924,Corporate,Puerto Rico,PR,Caguas,725,18.24814224,-66.37062073,PUERTO RICO,PR,CAGUAS,725
297,Corporate,Puerto Rico,PR,Caguas,725,18.38918304,-66.03335571,PUERTO RICO,PR,CAGUAS,725
6274,Corporate,Puerto Rico,PR,San Juan,921,27.49183083,-82.63729096,PUERTO RICO,PR,SAN JUAN,921
11734,Corporate,Puerto Rico,PR,Caguas,725,18.2751503,-66.37055206,PUERTO RICO,PR,CAGUAS,725
4719,Consumer,EE. UU.,FL,Hollywood,33023,25.97953987,-80.19422913,EE UU,FL,HOLLYWOOD,33023
7636,Consumer,EE. UU.,NY,New York,10031,40.82476044,-73.94992065,EE UU,NY,NEW YORK,10031
65,Consumer,EE. UU.,NJ,Princeton,8540,40.80894089,-74.0328598,EE UU,NJ,PRINCETON,8540
11452,Home Office,EE. UU.,FL,Hollywood,33023,26.01161957,-80.17346954,EE UU,FL,HOLLYWOOD,33023
1059,Home Office,EE. UU.,FL,Jacksonville,32225,30.35342217,-81.51309204,EE UU,FL,JACKSONVILLE,32225
9940,Home Office,EE. UU.,CA,San Diego,92129,32.95711899,-117.106163,EE UU,CA,SAN DIEGO,92129
4639,Home Office,EE. UU.,CA,Los Angeles,90044,33.97929382,-118.289093,EE UU,CA,LOS ANGELES,90044
5705,Home Office,EE. UU.,FL,Brandon,33511,27.91247559,-82.3192749,EE UU,FL,BRANDON,33511
3415,Home Office,EE. UU.,CA,Daly City,94015,37.69598389,-122.4800415,EE UU,CA,DALY CITY,94015
1037,Consumer,Puerto Rico,PR,Caguas,725,18.22408485,-66.04697418,PUERTO RICO,PR,CAGUAS,725
5449,Home Office,EE. UU.,TX,Houston,77055,29.80212975,-95.48387909,EE UU,TX,HOUSTON,77055
9101,Consumer,EE. UU.,NV,Las Vegas,89123,36.04880524,-115.1723785,EE UU,NV,LAS VEGAS,89123
8069,Home Office,EE. UU.,MI,Highland Park,48203,42.65964508,-83.4163971,EE UU,MI,HIGHLAND PARK,48203
9988,Consumer,Puerto Rico,PR,Caguas,725,18.20420265,-66.37049866,PUERTO RICO,PR,CAGUAS,725
3817,Corporate,Puerto Rico,PR,Toa Alta,953,18.37145042,-66.20330811,PUERTO RICO,PR,TOA ALTA,953
434,Consumer,Puerto Rico,PR,Caguas,725,18.22408485,-66.04712677,PUERTO RICO,PR,CAGUAS,725
10482,Consumer,Puerto Rico,PR,Caguas,725,18.2831955,-66.37055969,PUERTO RICO,PR,CAGUAS,725
3848,Home Office,EE. UU.,TX,New Braunfels,78130,29.69708443,-98.12406158,EE UU,TX,NEW BRAUNFELS,78130
12039,Consumer,Puerto Rico,PR,Caguas,725,18.26851273,-66.37057495,PUERTO RICO,PR,CAGUAS,725
8648,Home Office,EE. UU.,CA,Visalia,93277,36.31933212,-119.2960815,EE UU,CA,VISALIA,93277
9302,Consumer,Puerto Rico,PR,Caguas,725,18.20701027,-66.37060547,PUERTO RICO,PR,CAGUAS,725
6673,Consumer,Puerto Rico,PR,Caguas,725,18.28088188,-66.37052155,PUERTO RICO,PR,CAGUAS,725
4669,Consumer,Puerto Rico,PR,Humacao,791,18.1501503,-65.82595062,PUERTO RICO,PR,HUMACAO,791
3780,Home Office,Puerto Rico,PR,Caguas,725,18.26306915,-66.3706131,PUERTO RICO,PR,CAGUAS,725
8774,Consumer,EE. UU.,TX,Dallas,75217,32.71303558,-96.69631958,EE UU,TX,DALLAS,75217
6985,Consumer,Puerto Rico,PR,Caguas,725,18.26482391,-66.37062073,PUERTO RICO,PR,CAGUAS,725
5576,Home Office,Puerto Rico,PR,Caguas,725,18.21715546,-66.3706131,PUERTO RICO,PR,CAGUAS,725
2622,Corporate,EE. UU.,NC,Fayetteville,28314,35.06275177,-79.00574493,EE UU,NC,FAYETTEVILLE,28314
25,Home Office,EE. UU.,AZ,Peoria,85345,33.67002106,-112.2470779,EE UU,AZ,PEORIA,85345
5607,Consumer,Puerto Rico,PR,Caguas,725,18.21191216,-66.37062073,PUERTO RICO,PR,CAGUAS,725
8047,Consumer,EE. UU.,CA,San Jose,95116,37.36024094,-121.8450699,EE UU,CA,SAN JOSE,95116
9755,Corporate,EE. UU.,NY,Corona,11368,40.74636841,-73.85482025,EE UU,NY,CORONA,11368
